"Reading","Working_memory","Visual_processing_speed","Mathematical_fluency","Long_term_memory","Reasoning","Escola","curs"
0.990883919257642,-0.559849834156561,-0.169195156755114,0.251989780691539,-0.501567320908754,0.322016846325809,"Betània-Patmos",1
-0.531535801021456,-0.125899245001715,-0.779118772094173,-1.98709743219347,-0.0803544545125136,-0.264839943030971,"Betània-Patmos",1
1.63368335670882,1.60990311161767,0.0184736479645968,-0.0400650731630278,1.39389057787433,1.20671448742381,"Betània-Patmos",1
0.686399975201822,1.60990311161767,-0.0519021538052948,-0.818878016775206,1.60449701107245,0.98388540575075,"Betània-Patmos",1
0.00976898841111208,0.742001933307978,2.05937189929145,1.18656531302615,0.972677711478088,1.27952002896056,"Betània-Patmos",1
-0.497704251681921,0.308051344153132,-0.403781162654752,-1.01358125267825,-0.0803544545125136,0.176405763252323,"Betània-Patmos",1
0.280421383127396,0.525026638730555,-1.22483218330349,0.349341398643061,1.18328414467621,1.2045082588924,"Betània-Patmos",1
1.76900955406696,1.60990311161767,-0.0519021538052948,0.836099488400672,0.762071278279968,1.72076573524385,"Betània-Patmos",1
0.8555577218995,0.742001933307978,-0.567991366784499,-0.721526398823683,0.972677711478088,0.397028616393969,"Betània-Patmos",1
0.55107377784368,0.308051344153132,1.1210278756929,-0.429471544969117,-0.501567320908754,0.838274322677263,"Betània-Patmos",1
1.36303096199253,0.742001933307978,1.1210278756929,0.154638162740017,1.18328414467621,1.64575396517569,"Betània-Patmos",1
1.09237856727625,0.308051344153132,0.534562860943801,-0.332119927017594,0.551464845081847,0.98388540575075,"Betània-Patmos",1
0.55107377784368,1.17595252246283,0.65185586389362,0.251989780691539,1.18328414467621,1.05889717581891,"Betània-Patmos",1
-0.80218819573774,1.60990311161767,-0.990246177403848,-0.332119927017594,1.60449701107245,-0.192034401494228,"Betània-Patmos",1
0.584905327183216,-0.125899245001715,-0.403781162654752,-0.0400650731630278,-0.0803544545125136,0.322016846325809,"Betània-Patmos",1
0.720231524541358,-0.125899245001715,0.276518254454199,-0.0400650731630278,-0.0803544545125136,0.324223074857226,"Betània-Patmos",1
0.246589833787861,0.525026638730555,-0.0519021538052948,0.0572865447884944,0.551464845081847,0.76546878114052,"Betània-Patmos",1
-0.43004115300285,0.308051344153132,-0.521074165604571,0.446693016594583,0.340858411883727,-0.119228859957484,"Betània-Patmos",1
1.80284110340649,-0.342874539579138,1.23832087864272,1.30338725456798,0.762071278279968,0.692663239603776,"Betània-Patmos",1
1.26153631397393,-0.125899245001715,0.769148866843439,-0.0400650731630278,-0.0803544545125136,0.542639699467456,"Betània-Patmos",1
